longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-121.7266,36.9063,27,1073,175.4233752317794,462,115,2.3724,<1H OCEAN,110000
-121.6017,38.2866,16,3159,375.808530155272,716,157,2.5359,<1H OCEAN,54400
-120.1865,32.5617,16,733,551.6006866445744,859,97,1.5066,NEAR BAY,116900
-121.8663,41.9024,40,1810,117.9812952383486,1517,58,7.3123,<1H OCEAN,76700
-123.0082,35.9574,3,4141,436.1144777864061,2791,296,10.3118,NEAR BAY,102600
-115.7259,40.5569,52,605,586.1197787544608,503,370,8.3177,<1H OCEAN,258700
-118.7172,37.5822,47,1546,71.12969662778013,503,198,4.7415,INLAND,133600
-115.6864,33.7392,33,668,135.33432806313718,546,199,3.7136,<1H OCEAN,132900
-115.9887,40.0769,42,1481,576.3309653299694,412,226,4.2391,NEAR OCEAN,84000
-121.4796,39.2434,2,4129,317.7322097791198,5525,164,2.4313,INLAND,160000
-118.8226,37.5106,39,570,809.5701837468661,173,237,7.8817,<1H OCEAN,102100
-123.4678,37.3883,46,1223,216.1306987697421,5705,646,8.4068,<1H OCEAN,105900
-115.1475,33.3311,48,611,169.31789397624058,1108,137,2.3691,<1H OCEAN,128800
-120.2574,38.7306,27,1001,634.574041547881,622,200,2.5585,NEAR OCEAN,114800
-120.3632,41.1568,15,1694,136.3289035419473,340,223,2.0229,NEAR OCEAN,35500
-121.2724,33.3858,7,890,206.26369933671927,643,164,3.8469,NEAR OCEAN,160100
-119.6934,35.0034,45,3300,361.9979089804895,423,256,4.4237,<1H OCEAN,116400
-121.7824,41.0719,42,1538,387.96867530193936,2006,42,4.664,INLAND,99200
-120.5515,35.2013,9,434,140.0001079901072,1101,365,2.0152,ISLAND,328400
-116.3005,38.7125,41,1371,,2531,123,2.8885,NEAR OCEAN,274400
-115.9574,37.5808,6,3049,199.6104223641623,527,135,2.8915,<1H OCEAN,168600
-121.2582,38.1651,12,1603,75.34602791622768,744,217,6.9487,INLAND,194900
-119.6099,36.45,30,1316,,615,92,2.4655,INLAND,227200
-115.5618,35.3499,20,890,77.94458566409897,493,621,4.6303,INLAND,143700
-123.7733,32.9611,20,1024,154.21978183201742,292,137,2.9296,<1H OCEAN,190900
-115.4086,39.5707,46,1104,105.51797543976689,1182,1545,3.995,<1H OCEAN,140200
-122.1082,39.5879,27,197,420.5979681198118,873,380,7.9038,NEAR BAY,181900
-117.5146,38.8719,20,1517,301.9479827443121,640,164,2.1312,<1H OCEAN,205000
-118.4745,38.6145,7,2203,718.406318233909,994,197,0.9378,<1H OCEAN,149400
-118.7706,34.8153,40,649,128.3504526940976,478,271,2.0072,NEAR OCEAN,129100
-115.7064,32.7123,40,1290,266.7449615454098,673,803,5.7569,INLAND,272500
-123.2843,40.1828,30,1404,113.05999606153804,1325,475,2.1847,NEAR BAY,132800
-120.8297,37.1658,8,1933,157.2587573578244,1478,451,2.9224,<1H OCEAN,147700
-118.9175,35.415,2,1106,185.00323610706835,2258,197,5.8847,INLAND,57000
-116.1871,33.4684,14,1599,974.1382335282112,273,164,7.2597,<1H OCEAN,98800
-122.1356,33.0959,10,486,315.6781262815809,307,382,8.3279,<1H OCEAN,272700
-116.2707,35.8142,50,539,223.7582098319352,264,622,6.249,<1H OCEAN,254600
-120.3036,40.145,18,1482,520.7691080286137,396,222,2.2808,INLAND,155500
-122.4109,41.2279,18,933,391.9352518045079,508,151,11.7491,INLAND,144700
-116.7101,41.0191,16,362,235.2719100966092,943,118,2.5453,<1H OCEAN,194900
-123.391,41.24,52,1398,392.5389568878021,1688,75,3.0596,<1H OCEAN,44600
-119.1523,41.1234,5,449,197.5455104040828,485,178,4.4669,INLAND,172100
-123.6612,37.5086,52,7272,1978.2103824496696,1052,204,5.2975,<1H OCEAN,100400
-120.7358,34.5844,31,239,574.7924255425539,1848,241,10.6245,<1H OCEAN,125800
-118.2892,40.0814,37,1137,184.08270207764352,462,357,3.0659,INLAND,186900
-118.7388,34.5303,20,502,416.32647118043013,531,176,5.6308,<1H OCEAN,122000
-120.2534,35.0385,23,2082,359.3235864339234,701,859,3.0762,INLAND,195200
-120.0095,34.7159,32,827,298.32298615316114,174,110,11.7576,INLAND,138300
-122.0323,37.3923,42,2228,350.84683445369996,1001,394,5.7911,<1H OCEAN,127400
-119.7412,35.5574,17,1876,138.5588336175495,253,104,9.7139,NEAR BAY,194400
-114.7675,33.9645,13,519,180.45105205185922,1251,134,2.2442,INLAND,154300
-115.7955,36.8051,49,659,781.3975324967514,471,297,3.2006,<1H OCEAN,274000
-122.8477,40.8021,50,861,282.25565243064506,442,508,5.2028,INLAND,162300
-124.0022,37.9203,13,1045,149.87845218330372,304,201,9.8066,INLAND,233800
-114.9648,40.8442,17,955,221.82147414689086,1025,259,8.1284,INLAND,262800
-119.0325,34.3608,15,1825,168.3550321777359,1020,592,11.026,NEAR OCEAN,179100
-118.9216,34.0863,26,1291,458.70551207655444,462,104,10.0222,NEAR BAY,79400
-116.4928,37.968,44,714,165.2423003875086,2802,419,7.1509,ISLAND,216700
-121.1531,36.9016,28,578,252.369457293203,683,151,4.9137,INLAND,345800
-119.4809,38.7716,42,619,153.8898247245747,657,290,2.2957,INLAND,116100
-114.6134,40.049,45,1381,1147.7233661515922,697,357,1.2377,<1H OCEAN,266100
-117.5785,39.6374,30,958,380.107183917799,385,107,4.8288,NEAR OCEAN,96600
-122.7625,41.4515,43,4704,369.7089337326719,300,145,7.2543,<1H OCEAN,199000
-122.9677,36.2834,35,1096,398.80763118836666,493,389,0.8741,INLAND,143400
-122.2574,34.4607,22,1251,185.63193412836327,1104,203,2.2156,<1H OCEAN,85400
-116.6329,37.7337,10,310,709.7321694292057,151,148,2.4353,<1H OCEAN,192800
-121.3462,33.5521,11,429,233.3695292170245,200,280,4.0046,<1H OCEAN,96800
-124.0861,35.2441,38,500,846.3761022673617,409,114,4.768,<1H OCEAN,233700
-114.8583,34.4749,33,755,194.92929447344915,158,106,8.5751,<1H OCEAN,105400
-122.6029,36.2674,6,388,403.7663095388119,214,45,2.0349,<1H OCEAN,68400
-124.2044,33.5566,37,488,275.0012395214523,1271,314,5.5098,<1H OCEAN,131100
-121.9287,32.8025,7,1746,295.11102007446624,468,250,1.9498,INLAND,293100
-121.9497,38.7395,44,600,76.01933153768735,338,357,7.3999,<1H OCEAN,158500
-120.0799,38.2974,12,1065,122.94781735036807,743,575,3.3569,INLAND,180800
-115.0961,39.2294,7,1659,704.1339704331467,729,206,2.1656,NEAR OCEAN,191200
-115.5082,38.7737,2,2127,99.26833824910668,1688,233,2.9941,INLAND,170800
-119.7311,33.5858,1,1345,456.88025286925205,160,311,2.2951,<1H OCEAN,402000
-120.191,35.2652,23,1403,1510.1819911257853,316,164,4.7365,<1H OCEAN,185500
-118.7499,33.7305,25,2173,360.36142970311124,412,88,6.5172,<1H OCEAN,62700
-121.8655,40.5082,18,1465,1084.3364406821497,909,109,8.3206,NEAR BAY,119800
-123.7782,39.5956,44,2263,397.21547977957636,6724,237,3.2828,<1H OCEAN,169900
-114.9078,34.4145,7,244,294.12360713083626,1063,492,10.3065,INLAND,70500
-122.433,35.7424,51,1034,318.0636808062907,537,732,4.4166,<1H OCEAN,157400
-122.316,41.6828,3,1140,216.1203801864384,251,200,9.5742,<1H OCEAN,123700
-119.5754,38.1445,29,1009,211.5209157783766,227,275,4.0781,NEAR OCEAN,334100
-119.3839,40.111,10,1195,169.42111615446066,1369,906,3.9017,<1H OCEAN,136700
-124.1157,35.0136,43,823,329.0593914180621,352,351,6.3411,<1H OCEAN,290200
-122.8205,34.4955,5,1905,1141.6953814359663,501,269,5.3912,NEAR BAY,146100
-120.5185,39.9472,34,753,663.2359704993958,2504,283,3.2141,<1H OCEAN,224100
-117.4627,39.0158,8,941,282.42488163799527,168,367,8.9635,INLAND,372000
-122.0158,38.9693,14,3013,376.13449763714976,825,104,2.5244,<1H OCEAN,233800
-120.0699,37.75,40,2732,230.49390914890975,322,416,6.3412,NEAR BAY,158700
-118.7265,37.854,6,1224,661.8389629152824,2462,332,6.1761,NEAR OCEAN,298300
-115.4141,39.4891,1,702,78.05326319026165,313,524,8.4889,<1H OCEAN,70300
-121.0393,35.065,33,349,945.2175894594144,1135,345,8.5893,NEAR BAY,183800
-122.9644,35.8513,40,1000,167.055529240593,156,500,4.0182,<1H OCEAN,83800
-119.4073,40.7805,11,1565,187.01064320890438,2304,128,4.5707,<1H OCEAN,276300
-116.8328,35.4342,50,661,103.96918673459844,1388,161,4.3906,INLAND,162600
-123.2014,37.6899,24,1101,272.6873536088614,426,272,12.7731,INLAND,166300
-120.0532,39.1751,10,859,151.92639897895765,910,144,6.6233,INLAND,119200
-124.1221,41.9993,44,328,552.4927193479267,1430,445,8.3835,INLAND,190900
-123.9644,36.6353,52,1190,392.5217998983748,751,90,3.855,INLAND,54400
-119.4705,36.5669,23,1487,150.5722988416507,487,218,2.2796,NEAR BAY,407200
-121.318,40.5046,16,1226,132.44048970840808,614,164,2.5567,NEAR OCEAN,131200
-115.8489,40.1523,37,3390,156.1190615316434,726,145,8.2276,INLAND,101700
-118.2785,39.4452,16,875,126.22228813091294,695,93,2.8894,<1H OCEAN,48900
-119.7607,36.9007,44,828,201.20327652236298,941,251,15.0,NEAR OCEAN,161200
-120.2206,35.5774,31,4996,135.84257069509715,293,230,3.5135,INLAND,204800
-119.3275,38.2829,6,457,554.3463343157014,396,928,5.533,ISLAND,171600
-123.8956,40.8241,30,710,172.63097119917165,486,1396,5.527,<1H OCEAN,90800
-115.3721,40.8959,37,1411,366.13100534627625,969,115,4.9913,INLAND,105400
-114.317,33.5307,1,2410,368.24292995766496,195,64,2.1556,NEAR BAY,293700
-122.4851,36.5693,51,2109,66.87472623656852,752,105,5.2,INLAND,89400
-123.0962,36.9149,42,529,403.19233479054935,1242,234,5.1727,INLAND,159700
-122.8642,41.7873,25,3426,74.08285014592674,691,537,3.7449,NEAR BAY,108000
-117.6897,38.941,46,1517,136.4982140602329,706,174,13.611,INLAND,117900
-117.6856,36.3688,21,617,390.39394559365866,522,366,1.6534,INLAND,170200
-115.8208,32.7475,35,655,267.0366100773257,699,139,1.8098,<1H OCEAN,131000
-116.7817,37.8712,38,1152,192.80720567741983,467,173,7.0443,INLAND,131800
-119.8031,33.4127,5,4947,70.23982792880172,582,274,4.2534,<1H OCEAN,240100
-118.1714,40.4273,49,1272,480.70175911263476,467,242,2.6434,<1H OCEAN,114200
-117.4172,39.6489,50,4915,331.5801074918517,576,238,5.038,INLAND,102100
-119.1726,36.8748,12,2027,134.35381560728348,515,114,7.9695,<1H OCEAN,150700
-119.5435,36.5775,5,453,124.82612381381368,258,577,1.6845,NEAR BAY,76800
-117.849,41.0247,9,2937,502.1093980234896,199,574,6.9152,INLAND,86700
-118.7253,35.2404,44,566,301.9565041074716,708,580,5.4657,INLAND,295900
-117.8606,34.8657,52,712,94.42355142183892,1078,152,3.9052,<1H OCEAN,154700
-118.1715,41.4224,9,1330,146.74868847236647,2306,266,5.1933,<1H OCEAN,94700
-117.108,40.1878,35,1075,963.0486022549991,1600,169,5.2461,<1H OCEAN,154400
-117.872,40.2959,1,2049,493.5215051650553,1371,123,6.2334,<1H OCEAN,146900
-119.1026,34.3543,47,1558,244.78980233876362,799,298,2.4817,NEAR OCEAN,120800
-117.482,33.8613,10,1009,248.55387998701227,731,55,8.6062,NEAR OCEAN,118000
-119.8052,32.7473,46,3602,53.369176664745446,353,442,8.1286,NEAR OCEAN,91300
-121.8833,34.7519,39,786,610.7190985272015,323,108,8.2735,INLAND,128000
-124.2858,39.8548,36,544,178.3961928426426,774,196,1.5918,INLAND,98600
-118.7004,34.7804,37,1516,138.92473297864794,341,49,8.9051,INLAND,123800
-118.3934,39.4265,52,1082,413.6337798742778,618,867,3.592,<1H OCEAN,200700
-114.5795,34.8931,48,1302,157.43811348812136,90,387,6.1623,INLAND,419600
-120.6852,36.2553,35,1838,68.30096199598646,966,259,1.3647,<1H OCEAN,210100
-120.3587,41.84,17,963,325.9899692700638,290,151,2.9745,INLAND,42500
-122.282,34.8257,13,4028,84.70515097080994,212,116,7.4204,<1H OCEAN,176100
-123.5947,36.0755,6,1320,234.82571772744532,1185,212,6.1447,INLAND,375600
-116.572,35.3603,37,800,305.61502150456477,1437,302,2.3444,<1H OCEAN,173400
-121.8032,33.5414,48,1656,201.4440921880172,621,208,6.7404,<1H OCEAN,326900
-118.211,37.154,32,1032,202.0758180087202,374,354,2.7465,INLAND,108900
-117.4223,36.0976,11,1187,724.6194054855259,1181,896,3.8204,<1H OCEAN,113600
-119.5876,39.1014,17,505,731.9476854909489,359,115,2.2209,<1H OCEAN,121900
-115.5365,40.2671,5,547,128.7305789661408,586,288,5.5069,<1H OCEAN,168900
-119.8621,37.6704,6,2305,161.36524392124156,1955,827,8.6056,<1H OCEAN,246800
-121.4509,32.8059,10,462,167.68593558514954,898,196,7.6216,NEAR OCEAN,191900
-115.3398,38.3798,33,1006,239.36574163436543,641,221,2.5997,INLAND,143300
-115.6844,33.0262,30,1377,231.0449207174139,533,337,4.3592,NEAR OCEAN,500000
-122.6596,38.3554,21,2948,813.9979595468661,688,392,1.7445,<1H OCEAN,130500
-124.0404,39.0078,42,782,214.8902768120733,822,510,10.1615,<1H OCEAN,281600
-123.4001,34.3788,17,1865,118.96319677636005,270,264,4.5333,INLAND,198100
-121.4345,40.2838,27,1007,162.12846568832873,1748,140,6.6193,<1H OCEAN,149200
-114.5774,41.1553,3,238,317.78217520690345,461,362,5.0505,<1H OCEAN,199400
-118.7148,40.2243,29,1132,204.3864926345469,564,124,3.0782,INLAND,122800
-120.5674,35.3985,2,1046,304.7596130229776,1275,308,3.2145,INLAND,171300
-115.4128,38.0731,29,1476,206.24762766697177,593,258,5.8911,<1H OCEAN,150700
-119.7686,41.1907,49,699,406.4083701060902,1345,253,11.967,<1H OCEAN,209400
-121.1476,35.5463,36,753,230.03102935419193,640,230,3.6483,INLAND,144300
-114.8878,40.2903,34,2542,104.43007629492834,720,493,9.0656,<1H OCEAN,325900
-115.8048,32.59,37,866,191.94369381891184,790,377,7.796,NEAR BAY,107000
-115.8633,32.5346,42,287,1150.5370415999316,897,397,3.7002,NEAR BAY,94500
-119.1772,39.7173,1,1545,581.3525220987798,1040,176,8.6721,NEAR OCEAN,149400
-116.4056,39.7338,26,2005,108.50892643864496,1543,77,8.2611,<1H OCEAN,89800
-122.5065,39.9953,1,1993,849.6927493311126,1471,185,1.2371,<1H OCEAN,243600
-118.5678,41.3353,4,712,269.33927546601467,352,331,6.8276,NEAR BAY,302300
-114.4615,33.6201,39,1096,173.83932451752864,2128,250,9.6631,<1H OCEAN,125200
-121.3904,34.7039,14,1590,200.91717022533726,170,180,2.2245,<1H OCEAN,159400
-116.3565,41.0854,46,2153,254.62087096512596,401,285,2.0376,<1H OCEAN,203500
-119.3952,34.1837,18,1558,522.6149569311606,595,202,5.0773,<1H OCEAN,238800
-123.9019,38.9812,34,1887,279.50499282542654,261,253,11.5557,INLAND,500000
-116.6698,37.5394,1,656,309.01250287773394,832,60,2.3332,NEAR BAY,88500
-122.6143,33.2903,22,220,571.3094581989576,1202,418,1.7389,NEAR OCEAN,288800
-117.9853,35.21,16,2292,185.05201190934633,376,375,3.4142,INLAND,118800
-123.4434,37.4435,22,565,302.38531542982577,963,1073,3.1403,<1H OCEAN,119400
-114.8313,40.5973,50,972,332.6906898435039,1299,148,1.6443,INLAND,161000
-121.3828,39.2216,16,1930,268.89202953604394,141,172,3.1566,<1H OCEAN,141200
-122.0354,38.4079,28,1117,346.9920404619244,764,276,5.525,<1H OCEAN,328900
-123.0086,37.2123,28,1793,150.83022230370895,896,238,13.6502,<1H OCEAN,80200
-114.84,35.3375,22,6114,485.89809667128515,319,739,6.2774,INLAND,41300
-117.181,33.6328,6,1613,166.05206614745197,255,183,7.2696,<1H OCEAN,382700
-116.8834,36.3862,25,658,336.3857647786064,383,219,2.3327,NEAR BAY,88500
-119.306,32.7709,42,398,283.51733652043384,572,165,4.2347,ISLAND,246600
-119.5527,34.505,2,1761,151.31610013526736,364,710,3.9269,<1H OCEAN,276200
-123.1998,36.6086,7,1161,761.8295245709213,1037,344,5.4498,<1H OCEAN,245100
-118.7016,36.4767,17,417,813.702100387018,935,734,6.4113,NEAR OCEAN,186700
-121.8308,32.9208,35,2503,128.43413158553923,898,1882,7.9385,NEAR BAY,253600
-114.5285,38.0961,20,1820,428.16397224898276,1819,143,4.5683,NEAR BAY,112500
-116.3342,37.722,44,1087,224.57799914782794,1114,520,3.2747,<1H OCEAN,65100
-120.1701,33.242,2,5068,152.6760060069326,834,204,9.3413,<1H OCEAN,123500
-122.7866,41.46,7,2244,316.70058437205796,249,151,6.9246,<1H OCEAN,117300
-116.4467,33.4441,32,548,438.6289241021786,1679,87,6.494,<1H OCEAN,117300
-123.0795,40.6209,49,2492,273.8986191788276,1832,1085,4.3769,<1H OCEAN,166900
-122.4067,32.5029,19,1310,189.72036886642007,511,493,9.2976,NEAR OCEAN,63900
-122.1848,40.8817,12,4127,620.5439147712318,348,208,2.108,<1H OCEAN,266900
-118.7311,32.6873,9,2121,636.3689204865666,1216,378,7.6584,NEAR OCEAN,134000
-116.4294,39.6992,27,1539,151.7107890098595,155,68,7.6353,<1H OCEAN,122700
-121.1569,35.9361,14,1479,260.76550698106325,914,229,2.6105,<1H OCEAN,159200
-123.4533,39.5131,2,477,81.02228225266316,2202,143,2.9793,INLAND,134900
-119.6546,36.3166,21,766,439.105378370728,490,673,2.0731,<1H OCEAN,101700
-116.8189,33.1736,4,1268,619.7090480428203,807,705,6.0875,NEAR OCEAN,111200
-122.0834,39.7913,51,419,321.39828029840334,721,456,0.9522,<1H OCEAN,99300
-122.1008,33.1769,21,1520,118.53738817335156,1532,474,5.124,NEAR OCEAN,95900
-114.8277,41.2601,48,651,758.0184078780139,724,155,2.8341,NEAR BAY,117200
-114.7585,32.9843,22,832,1013.6281535866331,505,404,2.4829,NEAR OCEAN,125500
-114.3953,37.0536,49,1803,180.85340164157685,197,93,1.4523,INLAND,324200
-116.2234,39.3688,2,743,334.2277500116622,717,84,2.6334,INLAND,85400
-122.4182,36.2358,17,1523,433.4045254528551,629,227,10.5686,<1H OCEAN,263100
-122.1802,34.5637,19,1213,424.60712379819444,130,354,2.911,INLAND,60200
-120.8977,39.7114,40,522,253.08771244293624,297,371,5.7655,NEAR BAY,169200
-121.1187,39.9508,24,2032,861.3593541156924,412,101,2.3291,<1H OCEAN,67400
-114.7347,41.2656,20,2106,81.80129924029228,412,82,8.2942,INLAND,84500
-116.4093,36.0736,38,2188,82.53781038705358,650,178,6.4432,NEAR OCEAN,207700
-117.0599,37.3094,12,4168,242.02007450838738,609,132,3.9093,NEAR BAY,202300
-122.4404,35.9497,25,822,829.2270195151672,632,375,5.1503,<1H OCEAN,263200
-115.2047,34.9423,23,280,551.0277897722367,4054,120,5.4225,<1H OCEAN,101200
-116.0213,39.6348,50,692,86.02783019828311,467,954,2.4581,<1H OCEAN,269000
-122.6636,35.7267,34,2146,1790.794884997999,331,315,2.7509,NEAR OCEAN,417600
-115.5883,36.5674,32,1035,360.69773473057717,2329,220,7.7737,<1H OCEAN,192500
-121.5775,36.3349,51,410,109.2289728494379,2145,109,11.3362,<1H OCEAN,73200
-123.4913,39.2703,24,337,229.41099059831927,279,97,4.8945,<1H OCEAN,66100
-117.7318,41.2191,42,2963,481.5459387277311,1755,195,6.7908,<1H OCEAN,185600
-117.762,38.8342,25,1679,588.0034173417006,151,163,9.2323,<1H OCEAN,142500
-123.3507,36.98,3,774,233.6482267259967,6609,72,3.6884,INLAND,93300
-121.1115,39.9024,25,4095,352.66378119750965,2769,639,4.2806,NEAR BAY,145400
-114.3719,38.5892,28,7003,224.22560478943248,1017,112,6.8799,<1H OCEAN,129500
-117.5157,33.0758,12,2262,233.66869551614232,1321,313,15.0,NEAR OCEAN,166200
-116.9992,33.4088,26,1860,406.4055630706113,948,333,7.0252,INLAND,120200
-122.1708,32.8602,48,1587,670.8195799261189,392,78,5.3772,<1H OCEAN,412900
-123.5122,36.8398,44,1996,110.3631013580618,1731,186,3.1512,NEAR OCEAN,81000
-121.531,40.3456,8,4319,207.8982523072734,1968,91,4.3285,<1H OCEAN,141900
-121.811,35.4743,5,555,160.55623683554353,371,325,6.7701,INLAND,70000
-121.9546,36.1495,11,864,120.83147742448921,648,255,6.3498,INLAND,80500
-122.3725,41.14,42,1060,116.59082019310289,248,231,3.1276,INLAND,83300
-118.5524,40.4506,35,1639,249.0031849109911,640,137,9.8355,<1H OCEAN,113000
-121.019,38.818,27,3280,115.49278036017047,536,559,9.8422,INLAND,168000
-116.0965,35.0346,41,1464,112.7839635064053,1811,187,4.193,NEAR OCEAN,134500
-122.4605,33.6119,44,1698,215.8218555297281,2393,86,5.3023,INLAND,127700
-119.6537,32.6526,38,1761,123.27118296860608,284,126,3.0512,NEAR OCEAN,145500
-124.1634,33.5166,19,1114,349.329645417681,1230,60,2.7588,INLAND,199700
-119.4832,35.2797,48,819,174.9670954413417,1344,154,5.5194,<1H OCEAN,45600
-123.7416,37.742,32,1155,106.04244863481668,164,129,2.8058,<1H OCEAN,277700
-114.5228,33.108,46,693,1246.387042453583,1439,397,6.6133,INLAND,187800
-116.3941,33.7942,28,702,54.98549029865752,203,365,3.5316,INLAND,63400
-119.3989,34.2203,36,1418,445.5962418595816,441,283,8.4157,<1H OCEAN,288100
-123.4341,38.5038,18,784,311.77157911647464,323,474,4.2573,<1H OCEAN,249200
-118.3755,38.35,10,3994,174.28265034398356,189,107,1.4133,<1H OCEAN,54300
-116.7124,37.7323,32,1215,129.61908156378806,1608,305,3.5848,INLAND,155700
-122.3928,34.8798,18,2839,820.4834718783817,313,89,4.7785,INLAND,201900
-118.6179,36.0256,12,458,1082.1729614354492,484,175,1.5837,INLAND,247400
-116.1579,33.4186,51,468,199.34417220865282,661,310,1.6744,<1H OCEAN,166500
-116.6175,34.6514,8,1014,180.05009475671417,1205,168,4.0046,<1H OCEAN,131000
-116.2701,41.0282,33,2112,539.2192765090251,306,767,8.1887,NEAR OCEAN,81700
-115.5068,41.8071,46,778,205.98394907962216,982,191,6.5459,<1H OCEAN,91900
-114.9232,38.6528,38,1022,368.12341098507557,552,428,4.443,<1H OCEAN,106600
-120.2448,41.2098,14,2208,361.6260214644416,296,203,2.687,INLAND,242800
-118.6123,38.606,2,835,251.16933082383395,1504,268,2.6096,NEAR OCEAN,289500
-116.3934,32.8154,9,645,274.6696917680396,3507,189,6.6159,<1H OCEAN,137900
-117.3286,41.9692,44,1800,316.94101083061486,783,276,5.0476,NEAR BAY,274600
-114.3448,33.44,5,440,114.20457321881665,408,819,7.4831,<1H OCEAN,199300
-124.1632,38.9851,34,844,152.04666394950385,369,720,9.2295,<1H OCEAN,500000
-120.7487,34.9019,19,1187,286.58434272653847,1267,173,3.413,INLAND,68800
-121.4897,36.2238,7,1588,178.03933837844613,672,208,5.8362,INLAND,128700
-121.6768,38.6364,39,1950,1709.8258934921394,284,253,6.3173,<1H OCEAN,188900
-122.0747,36.6466,42,2175,268.48765887088626,171,383,2.9493,INLAND,394300
-117.2088,34.8802,17,887,72.47657976626505,902,896,3.0435,<1H OCEAN,64800
-123.4524,35.6772,26,2143,34.13212344467918,241,601,6.9147,INLAND,95600
-116.8839,35.7447,46,1562,434.7373670933194,482,203,4.4864,<1H OCEAN,149100
-117.3657,41.6136,27,1816,270.1248222774696,2447,324,2.6545,INLAND,100200
-121.792,40.0868,43,703,670.8035823723665,342,286,2.7415,INLAND,121000
-121.7717,36.8562,28,1746,155.89775723045238,1545,160,2.0745,INLAND,67800
-118.0114,34.3983,20,985,224.88469991634608,293,497,3.6148,INLAND,319000
-116.6783,40.2047,6,1134,297.5104519124692,1339,42,2.4173,INLAND,436700
-115.5351,33.9932,8,1231,219.52314396873584,1053,494,4.7652,INLAND,358400
-115.7786,34.4994,32,4813,207.17849881341755,982,326,15.0,ISLAND,183200
-114.6512,35.9771,19,578,406.6362804124923,408,69,5.9074,NEAR OCEAN,168700
-118.4862,40.8633,32,2521,136.5040556278834,1107,118,8.5017,INLAND,142500
-115.2134,33.752,19,2984,356.01632141626607,897,57,5.6995,INLAND,232900
-116.2149,33.6612,24,1954,880.0297996256551,3011,802,1.666,INLAND,322400
-115.3533,37.1928,24,753,779.4563532457812,406,122,4.8352,<1H OCEAN,252600
-124.1837,35.1259,17,3595,69.12290161349877,1860,462,2.9755,NEAR OCEAN,174200
-114.641,37.9029,18,869,173.669326962128,323,474,2.7328,<1H OCEAN,199400
-119.5647,36.7905,12,1773,299.8853545940213,549,224,3.9122,<1H OCEAN,138600
-116.3182,36.6321,41,1193,598.5597957820526,399,153,6.5445,INLAND,93600
-123.028,33.5637,23,846,283.419629384435,447,350,3.7318,<1H OCEAN,128500
-120.3406,33.84,48,1607,599.3460281129013,586,284,7.5026,NEAR BAY,197600
-121.5854,40.3002,18,4087,153.1524511024174,2107,471,5.0025,NEAR OCEAN,104800
-121.3834,40.9159,16,1312,308.2335612609579,958,107,5.4216,INLAND,100000
-123.0674,34.7295,16,4380,313.71209777843575,1785,500,4.3255,<1H OCEAN,196100
-116.2424,33.5779,36,964,613.5983400259138,672,628,9.6944,INLAND,198400
-124.2076,33.0075,23,1157,462.19600879117525,1856,204,2.943,INLAND,162600
-121.1749,38.2788,22,464,396.6288701629888,797,125,3.0447,<1H OCEAN,151900
-122.5559,39.2959,39,742,443.42597772037794,353,174,3.7027,NEAR BAY,155100
-118.4096,36.0417,33,941,104.92852578758806,1548,156,6.0582,<1H OCEAN,242600
-121.7575,38.9569,24,871,217.0172366376928,2180,215,6.5687,INLAND,91800
-121.71,39.2731,20,559,121.09372464493235,1108,145,3.2022,NEAR OCEAN,73500
-119.4166,41.3858,33,643,154.90561551870837,1292,336,7.6761,NEAR BAY,197200
-117.7731,33.1163,31,897,216.67073016771724,1850,382,2.4888,INLAND,152000
-123.087,34.3268,40,2516,50.426760155549424,535,190,6.8738,INLAND,303100
-122.5449,33.151,8,384,222.21021918637302,374,62,5.5545,NEAR BAY,112100
-121.8283,40.7459,10,255,141.46144627916178,889,333,4.5287,NEAR OCEAN,303100
-114.5625,40.0296,1,319,116.83080131603619,2646,87,5.9529,NEAR OCEAN,101200
-120.3285,37.9591,21,605,261.6740947287045,846,291,4.1727,NEAR OCEAN,227200
-118.3101,33.2948,25,1712,186.3983750659402,1100,257,5.2234,INLAND,72900
-121.8846,35.0965,32,854,310.76941856062666,706,194,15.0,<1H OCEAN,66500
-119.3954,35.3283,46,846,155.37231466292718,841,384,7.6645,<1H OCEAN,229600
-123.5588,37.8271,46,833,216.38953276749194,435,315,3.2372,INLAND,153500
-123.9526,34.9514,10,294,1367.9643830147522,1031,320,3.7316,<1H OCEAN,141600
-119.6127,33.1931,51,2004,378.48287730824404,1342,434,9.2528,INLAND,93100
-120.3134,39.4422,48,2744,135.3344944659057,199,183,3.5364,INLAND,187100
-122.9312,35.3413,9,867,582.6592453710005,200,181,12.4344,<1H OCEAN,320300
-117.424,36.7976,20,1164,723.3446617196898,163,520,7.0938,<1H OCEAN,281600
-114.371,33.7128,48,1191,372.06820627105975,2165,383,1.9865,INLAND,96200
-120.3435,40.1242,20,519,141.54681192146762,317,176,7.5459,NEAR BAY,87400
-118.0544,37.8726,40,805,504.25709136488814,881,60,1.229,NEAR OCEAN,138500
-114.6702,41.0651,7,3827,163.3477600607942,2773,321,3.6363,<1H OCEAN,250500
-115.9847,37.207,11,1093,629.9200107622207,867,343,7.4866,INLAND,62900
-119.6645,41.4435,21,1282,206.7182702930589,1003,104,1.4627,NEAR OCEAN,189300
-116.9251,40.9727,38,674,201.20805508436473,338,135,15.0,INLAND,407000
